X_Minimum,Square_Index,Length_of_Conveyer,Y_Perimeter,Edges_Y_Index,Maximum_of_Luminosity,X_Perimeter,Orientation_Index,Luminosity_Index,Empty_Index,Log_Y_Index,Outside_Global_Index,Minimum_of_Luminosity,Outside_X_Index,Edges_X_Index,Steel_Plate_Thickness,Y_Maximum,Edges_Index,Pixels_Areas,SigmoidOfAreas,LogOfAreas,Sum_of_Luminosity,TypeOfSteel_A400,TypeOfSteel_A300,Y_Minimum,Log_X_Index,X_Maximum,label
0.5571847507331378,0.5798124432792175,0.23456790123456805,0.0006060272161313426,1.0,0.4814814814814815,0.0006700488178424428,0.7099914258334595,0.5855575868372943,0.2648585655260091,0.25341066522647754,1.0,0.5665024630541872,0.004231473010064043,0.7745535714285714,0.5192307692307693,0.0651206443155857,0.5954581993569132,0.0003995990907482984,0.07968217934165722,0.30685891002928706,0.0006477347745230764,1.0,0.0,0.06512073963159397,0.19620641159712954,0.5576360444704506,0
0.0,0.10930725017646466,0.23104056437389797,0.006556112610875433,1.0,0.25925925925925924,0.008710634631951757,0.9453270792353863,0.3526508226691042,0.5474096832291557,0.48822410594782445,1.0,0.2512315270935961,0.010064043915827995,0.13808847402597402,0.11538461538461542,0.05166741031947695,0.0,0.005306151860756093,0.9998864926220203,0.5342535892026953,0.005177219475110524,0.0,1.0,0.05165916605943063,0.3047491976488406,0.005851375073142189,0
0.02404692082111437,0.9554300695774932,0.30511463844797193,0.025783703377224396,0.33680117696511136,0.4907407407407407,0.07217382980760027,0.4775306400363142,0.5526508226691043,0.5216654306600276,0.5255124803343744,0.0,0.10837438423645321,0.1461573650503202,0.22828733766233766,0.0,0.07578394769943196,0.058882636655948555,0.10411849095661402,1.0,0.7987998443484137,0.15936397759534765,1.0,0.0,0.07577165583194265,0.705600230788648,0.12755997659449972,0
0.02287390029325513,0.9734798830291419,0.308641975308642,0.01702385543496226,0.46437578814627994,0.4907407407407407,0.04766918732650522,0.5130882130428205,0.5538695917123705,0.4326729526432885,0.5123159649658346,1.0,0.15270935960591134,0.11905306495882889,0.2857142857142857,0.0,0.11353167190613211,0.055868167202572344,0.08717155902602634,1.0,0.7829889200647183,0.13371409463277373,1.0,0.0,0.11352105304473502,0.6740831560347625,0.10708016383850205,0
0.6879765395894428,0.5733588786931532,0.22222222222222232,0.0013773345821166878,1.0,0.3935185185185185,0.0017229826744519958,0.7132193473546176,0.4925655088360756,0.3586184977222164,0.33226101862070584,1.0,0.3793103448275862,0.010978956999085085,0.7463474025974025,0.038461538461538464,0.08209626585629053,0.24507636655948556,0.0016770060201895802,0.5938706015891033,0.43226083928973724,0.002284412505939869,0.0,1.0,0.08209530751565236,0.3155674155277487,0.6928028086600351,0
0.6293255131964809,0.48411818090148234,0.7054673721340388,0.0026444823976640407,0.8713745271122321,0.4814814814814815,0.00507322676366421,0.7578554496393808,0.6368068251066423,0.45873503549104777,0.3835677554183201,1.0,0.625615763546798,0.013037511436413539,0.37276785714285704,0.0,0.006928142801060753,0.6583601286173634,0.0033409104308464296,0.9796821793416572,0.49323120404694126,0.005892937068270279,1.0,0.0,0.006925764826593186,0.3682521365980311,0.6377998829724985,0
0.17595307917888564,0.9224563880205707,0.7566137566137567,0.0007162139827006776,0.924968474148802,0.40740740740740744,0.0009572125969177757,0.5386089675694761,0.5119439366240097,0.21728996715753787,0.2615586916195083,1.0,0.4187192118226601,0.0065187557182067694,0.9999999999999999,0.23076923076923078,0.2048397315207926,0.3640474276527332,0.0007991981814965968,0.17582292849035183,0.3670919777991685,0.001130257496141026,0.0,1.0,0.20483995430534394,0.2806245717788756,0.1802223522527794,0
0.02404692082111437,0.3725925178985581,0.23104056437389797,0.008759847942262134,0.39575451870533834,0.4027777777777778,0.02747200153154016,0.18600897765673075,0.4996343692870201,0.5146731645301409,0.43029563012186817,0.0,0.21182266009852216,0.1499313815187557,0.617288961038961,0.0,0.33527854009038466,0.06069131832797428,0.041217663589972024,1.0,0.7163864255432445,0.057043278828597374,1.0,0.0,0.3352747168176995,0.7047347733583355,0.1269748390871855,0
0.1466275659824047,0.9180195623676515,0.7742504409171076,0.010798303123794832,0.551912568306011,0.44907407407407407,0.03043936058198526,0.4588187824683513,0.4928092626447288,0.5933891302044708,0.48209547514499734,0.0,0.19704433497536947,0.08268526989935955,0.3754058441558441,0.0,0.27912679547472885,0.3015474276527331,0.040038518732026226,1.0,0.7138058860876155,0.05465292355452826,1.0,0.0,0.2791194233950075,0.6450903321192889,0.21591574019894677,0
0.04340175953079179,0.09004739336492892,0.8112874779541448,0.009145501625254807,0.9810844892812105,0.4907407407407407,0.004211735426438212,0.9549604075250921,0.569043266301036,0.4514249390825299,0.5200648085096391,1.0,0.26108374384236455,0.009149130832570903,0.3382711038961038,0.42307692307692313,0.05951667086768876,0.08812299035369775,0.009852410368613784,1.0,0.589182214758228,0.01552605070552017,1.0,0.0,0.0595050485137874,0.32566441888139624,0.05032182562902282,0
0.4240469208211144,0.7250176464656649,0.8130511463844798,0.0003856536829926726,1.0,0.43981481481481477,0.001052933856609553,0.36228375447621936,0.5338208409506399,0.12035173217501854,0.21206001831544838,0.0,0.4285714285714286,0.005718206770356815,0.8438514610389609,0.11538461538461542,0.2966515286071116,0.8607315112540194,0.0004978611622437816,0.08444948921679907,0.3258647879247138,0.0007339211143936882,0.0,1.0,0.29665227095492014,0.2669936172514515,0.42715038033937974,0
0.9243401759530792,0.6078451144499344,0.7601410934744268,0.0009365875158393477,1.0,0.2638888888888889,0.0014358188953766634,0.6959701417259294,0.37324801950030473,0.4387117279372815,0.2947613121375068,1.0,0.31527093596059114,0.005832570905763952,0.6419439935064934,0.15384615384615385,0.15844997075718853,0.0860128617363344,0.0007467917433656724,0.24279228149829737,0.3611731214287177,0.0007643753466002207,0.0,1.0,0.1584497404619647,0.2669936172514515,0.9262726740784084,0
0.05337243401759531,0.19965715438136533,0.2821869488536155,0.0034157897636493857,1.0,0.40740740740740744,0.0016272614147602184,0.9000857416654059,0.4400975015234613,0.377688314440089,0.4224998238899194,1.0,0.2315270935960591,0.009034766697163767,0.6795860389610389,0.0,0.1826914602978761,0.13183279742765275,0.0034391725023419127,0.9649262202043132,0.49579126303070026,0.0041879314277668755,1.0,0.0,0.18268779886586103,0.29313764379214596,0.058513750731421885,0
0.03225806451612903,0.389936472723606,0.23456790123456805,0.0044625640460580675,0.5514922236233712,0.412037037037037,0.015411122810376186,0.19468401674484292,0.4900060938452163,0.40841190804110605,0.3926315542301641,0.0,0.22167487684729065,0.09835315645013722,0.7261566558441557,0.0,0.02473975746646937,0.08129019292604502,0.022502014372465656,1.0,0.6625842259405657,0.03053964209289076,1.0,0.0,0.024737097418686415,0.639933648263676,0.0994733762434172,0
0.03167155425219941,0.270243017041444,0.23104056437389797,0.004352377279488733,0.9474569146700293,0.37962962962962965,0.006221881879965541,0.8648307863015081,0.48476538695917126,0.5031253310732069,0.44163711930870925,1.0,0.4433497536945813,0.016010978956999083,0.30336850649350644,0.11538461538461542,0.1800658471694869,0.07988344051446945,0.005476472784681598,0.9997729852440409,0.537038933377025,0.0073497364026598195,0.0,1.0,0.18006118042679314,0.3682521365980311,0.04154476301930954,0
0.575366568914956,0.783906423313502,0.2275132275132279,0.0007162139827006776,1.0,0.43981481481481477,0.0013400976356848858,0.6079084077268372,0.578915295551493,0.3577709503125331,0.26911968441073564,1.0,0.5665024630541872,0.007548032936870995,0.6829342532467532,0.0,0.03552724265247399,0.5394895498392284,0.0006550804766365548,0.1727582292849035,0.34972453765334754,0.0010496788760818155,1.0,0.0,0.035527140581170145,0.2669936172514515,0.5781158572264482,0
0.8005865102639296,0.7627306645154786,0.2821869488536155,0.0007162139827006776,0.924968474148802,0.37962962962962965,0.0015315401550684408,0.3811469208654865,0.5051797684338818,0.4218667231698273,0.2615586916195083,0.0,0.3793103448275862,0.01235132662397072,0.9435876623376622,0.0,0.08225588415286132,0.0072347266881028945,0.0008581554243938868,0.2824063564131669,0.3733385217195404,0.0011976364064903231,1.0,0.0,0.08225592751346608,0.33518445061483537,0.8063194850789935,0
0.3947214076246334,0.908339215488555,0.8518518518518521,0.0011569610489780178,0.9044766708701135,0.4027777777777778,0.0024887527519862162,0.4539769001866143,0.42967702620353443,0.36116113995126603,0.30549228637847226,0.0,0.21182266009852216,0.013037511436413539,0.7825689935064933,0.23076923076923078,0.06811633770301259,0.790896302250804,0.0018866317727132779,0.6761634506242906,0.44266491899973376,0.002239895837898592,0.0,1.0,0.06811582111600624,0.37553640330316257,0.40433001755412523,0
0.18826979472140762,0.5678128466270042,0.23104056437389797,0.00016528014985400254,1.0,0.4537037037037037,0.0004786062984588878,0.2836536036717608,0.6106642291285801,0.41625172158067597,0.14138117265832295,0.0,0.5960591133004927,0.004231473010064043,0.9999999999999999,0.038461538461538464,0.022133326266577345,0.47508038585209006,9.826207149548321e-05,0.022020431328036327,0.1903659860323182,0.0001667649599298224,1.0,0.0,0.02213397495052172,0.19620641159712954,0.18958455236980692,0
0.0005865102639296188,0.10547544620348896,0.8112874779541448,0.0033606963803647183,1.0,0.28703703703703703,0.0009572125969177757,0.9472436576385738,0.3224253503961,0.28318677826040894,0.4208796111489422,1.0,0.09359605911330049,0.0029734675205855443,0.5772118506493507,0.15384615384615385,0.008049399705784653,0.0012057877813504822,0.0020700543061715135,0.666855845629966,0.4508571077477626,0.0018403673694893802,0.0,1.0,0.008045559689048928,0.19620641159712954,0.0023405500292568754,0
0.9196480938416423,0.5891902793183422,0.8201058201058204,0.0014875213486860229,0.9624842370744011,0.47685185185185186,0.004020292907054657,0.7053008523730268,0.5961608775137112,0.5886216760250026,0.3361119590485359,1.0,0.5517241379310345,0.009149130832570903,0.354301948051948,1.0,0.014518485832489535,0.12831591639871384,0.0012446529056094541,0.663677639046538,0.40598439388043506,0.00205501362934732,1.0,0.0,0.014517351543404106,0.32566441888139624,0.9245172615564657,0
0.021700879765395895,0.6369869920338812,0.22398589065255736,0.0016528014985400254,0.7966582597730139,0.43981481481481477,0.002967359050445104,0.6813940586069502,0.5378427787934187,0.46085390401525583,0.3282457087843708,1.0,0.49261083743842365,0.011779505946935038,0.47727272727272724,0.11538461538461542,0.0033697795110503312,0.054963826366559485,0.0014673802676658826,0.6111237230419977,0.4204845679644459,0.0021838186397845805,0.0,1.0,0.003368782975728508,0.32566441888139624,0.028671737858396724,0
0.4715542521994135,0.5159826560451749,0.25573192239858944,0.0013222411988320203,1.0,0.44907407407407407,0.0028716377907533263,0.741917587128663,0.5992078001218769,0.6259137620510647,0.3282457087843708,1.0,0.5615763546798029,0.009149130832570903,0.3976258116883116,0.0,0.011134839867103901,0.8129019292604502,0.0008581554243938868,0.4753688989784336,0.3733385217195404,0.0014242745594834135,1.0,0.0,0.01113385469737228,0.29313764379214596,0.47571679344645995,0
0.5085043988269795,0.05122516890188565,0.7777777777777777,0.005784805244890088,0.08795712484237074,0.43981481481481477,0.0234517086244855,0.02526857315781511,0.5536867763558806,0.5181692975950842,0.26911968441073564,0.0,0.5073891625615764,0.16079597438243365,0.9589082792207791,0.0,0.07264057657333413,0.6795618971061094,0.011090512469456873,1.0,0.599709177299445,0.01700562600960525,1.0,0.0,0.0726405288242023,0.7477912805163895,0.6436512580456407,0
0.11085043988269795,0.859332459413129,0.8236331569664905,0.0033606963803647183,0.5762925598991173,0.5231481481481481,0.009955011007944865,0.42946487113532056,0.6358318098720293,0.6858777412861532,0.3682344377392162,0.0,0.5911330049261084,0.027333028362305573,0.3970170454545454,0.15384615384615385,0.05437221630929219,0.22417604501607719,0.0036618998643983412,0.9997729852440409,0.5013619513793597,0.006449395418786241,0.0,1.0,0.05437036999375007,0.4805091774548339,0.1334113516676419,0
0.18885630498533723,1.0,0.2275132275132279,0.002699575780948708,0.6847414880201765,0.47685185185185186,0.007849143294725759,0.49982347304181174,0.584521633150518,0.7879012607267719,0.36257543381783175,0.5,0.541871921182266,0.027790484903934123,0.4081777597402597,0.11538461538461542,0.1341144974704506,0.4771905144694534,0.0020438510871060513,0.9976163450624291,0.44973068179490855,0.0033082958708892394,0.0,1.0,0.13411292194430469,0.44827088817568783,0.20655354008191926,0
0.02404692082111437,0.3790460824846224,0.23104056437389797,0.006721392760729436,0.530159730979403,0.412037037037037,0.024408921221403278,0.18923689917788877,0.49567336989640465,0.5304587350354911,0.43029563012186817,0.0,0.19211822660098524,0.14730100640439156,0.6841517857142856,0.0,0.16798292700513553,0.06069131832797428,0.03935723503632421,1.0,0.7122903311692301,0.05403564301221172,1.0,0.0,0.1679788588646331,0.7021023403411345,0.12521942656524285,0
